tune,english
grorb,bowl
klosk,murder
crand,breast
xlofk,gallop
xlurd,budget
klufk,cage
txorz,captain
brolp,catalog
xrefk,champion
slost,chapter
craqk,prostitute
xladj,century
blafk,clap
smufk,cloth
pratx,clothes
tresk,clown
trosk,coin
vliqk,college
txarb,colony
xroft,comic
prugz,common sense
grozd,cord
blarC,cork
frusp,cosmic energy
klark,counterclockwise
tremz,country
kland,cream
slumz,database
frarz,doll
flonz,electrochemical
krard,electromagnetic
prord,electrophilic
vlist,electrostatic
dremz,fabric
xlarC,fart
frutx,feathered
txamd,feet
glutx,fever
wrord,flute
flizd,frost
xrusp,funeral
slogz,gadfly
xrezd,galaxy
kremd,garage
glurt,gargle
flezd,geodesic
brogz,geometric
wrodj,ghost
drand,glacial
frult,glacially
cramd,golf
smafk,grain
xlisp,gram
sradj,gill
vrort,grandmother
blorz,moldy
prezd,grove
vreft,hearth
blusk,homeostasis
wridj,homogeneity
blast,homogeneous
krunz,incense
proqk,incisor
frarC,ionization
flulp,ionize
srafk,isochoric
smaft,isomer
vrufk,isothermal
slarz,larva
frofk,military
xrind,mosque
premd,museum
xrifk,nail
krulz,nucleation
srizd,oats
braqk,organ
xrord,organic
xleqk,oven
cruqk,pedal
srarc,petrified
sleft,pillar/column
drist,plague
trolz,poem
spatx,pork
srisk,prison
klurp,rain
wrast,rainbow
grult,reed
xragz,road
txomz,sail
vrorb,telephone
krorC,teleport
crulp,tear
brift,tears
crust,temple
braft,testicle
vlarC,tooth
flimz,torch
klurk,urban
xrist,organism
tramd,vascular
tworp,breakdown
blanz,taxi
slard,tomorrow
vrulz,triangle
vrand,rectangle
gritx,polytope (many faces)
blost,jaywalk
slarg,nanogram
fralt,nanometer
grefk,ninefold
prast,trustworthy
kritx,waterfall
slugz,
crolt,
frark,
drast,
brorC,
frind,
flalp,
vrorc,
vligz,
crord,
srofk,
vreqk,
sluft,
flort,
gratx,
wroft,
twosk,
vlalp,
dresp,
bluzd,
prorz,
vrast,
dromz,
fliqk,
krotx,
xlagz,
tralt,
xlust,
blork,
vrisp,
frudj,
trult,
crimz,
vrinz,
txurk,
croqk,
pruqk,
flosk,
slegz,
djufk,
promz,
prumd,
slomz,
twusp,
srotx,
txofk,
srolp,
glorg,
krost,
flogz,
srazd,
vrulp,
grulz,
twiqk,
krusp,
wrarp,
crizd,
spusp,
xlard,
djolt,
txask,
wremd,
cromd,
trarb,
prosp,
wrisp,
blalz,
klinz,
plosk,
djand,
sledj,
wrumd,
blond,
grutx,
brisk,
klofk,
djurp,
djenz,
vromd,
blamz,
drafk,
vlimd,
djanz,
txisp,
grolz,
prift,
xrust,
xrolp,
pretx,
snust,
draft,
djind,
vrard,
djasp,
kralt,
xlurg,
xralp,
bremz,
klafk,
sliqk,
krinz,
flart,
txadj,
grotx,
srumz,
krask,
xlaft,
vlurt,
brask,
xreft,
trafk,
klorp,
blorg,
slund,
gliqk,
brulz,
brord,
xrogz,
slotx,
wrorb,
klord,
klorc,
twulp,
sritx,
vramd,
krast,
vlurz,
wrutx,
dranz,
klenz,
snolp,
kradj,
sletx,
slulp,
djosk,
spiqk,
djedj,
klagz,
blund,
xludj,
drunz,
drork,
txemz,
smulp,
xlitx,
pralz,
fleft,
drund,
wrust,
krift,
sluqk,
snarp,
slofk,
xledj,
frezd,
drorC,
spitx,
freft,
srorC,
krist,perfect
xlist,
djunz,
trarp,
wrotx,
brudj,
fluft,
xloqk,
srift,
klugz,
klurt,
frarg,
drasp,
djask,
glert,
xlost,
prorp,
trenz,
vlord,
flolp,
xleft,
grind,
djoqk,
driqk,
blift,
flodj,
prisp,
frenz,
brimz,
klart,
blask,
djurC,
trind,
frusk,
xrimz,
vroft,
srarp,
crutx,
grisp,
wrifk,
vlatx,
drofk,
krizd,
xrort,
vrark,
flest,
bleqk,
vluft,
priqk,
spond,
flusk,
krord,
klusk,
grazd,
wrart,
vlemz,
djotx,
kloft,
twutx,
fresp,
glort,
brunz,
txuqk,
drard,
sredj,
sralp,
kriqk,
kluqk,
presp,
trodj,
gloqk,
vlift,
slurz,
drarz,
xlusp,
sland,
frolp,
glisk,
xrenz,
prutx,
vronz,
xlult,
spasp,
bletx,
brolz,
xlozd,
wrudj,
prond,
blusp,
djurt,
blumd,
krolp,
frorb,
vlend,
bretx,
tridj,
wrand,
vredj,
vrodj,
vlefk,
twaqk,
drulp,
xratx,
spuft,
klumz,
fronz,
cruft,
glolp,
snoqk,
flurb,
glalz,
glazd,
glarp,
gruqk,
glorb,
slamz,
kludj,
klimd,
slult,
grest,
brasp,
txorb,
klorz,
klorg,
trofk,
vlest,
wrult,
prudj,
krork,
xlufk,
wromd,
vratx,
xrarz,
fruft,
txurb,
wrest,
xlorp,
glarC,
krenz,
grizd,
drult,
brumd,
plurd,
klozd,
gladj,
frund,
djolz,
snirp,
drumz,
gretx,
brund,
brugz,
djarg,
grarp,
sward,
grark,
crufk,
wresk,
plisp,
flafk,
blomd,
vrazd,
srolz,
fremd,
vremz,
drord,
fland,
wrizd,
vlaqk,
wrost,
glonz,
wrarz,
slord,
trusk,
txolz,
crond,
xlosp,
vrumz,
blurk,
brusk,
glitx,
djifk,
srudj,
djiqk,
prist,
klotx,
grenz,
slond,
frend,
flond,
glesp,
krorz,
blorc,
grarg,
gralp,
blesp,
xrarg,
xrorb,
vlutx,
prigz,
kresk,
blarp,
premz,
vrugz,
slask,
brort,
sperp,
xrund,
xlamd,
blufk,
xlonz,
tromz,
druft,
bragz,
grard,
flanz,
vrosk,
xrumd,
trisk,
srend,
drask,
brorz,
swirt,
vlark,
klonz,
blest,
xretx,
gresk,
crast,
trist,
plusp,
crarp,
smifk,
vlomd,
klulp,
slesp,
xlord,
vlusk,
blarc,
txisk,
trend,
klazd,
vlurp,
blomz,
primd,
slinz,
slusk,
vroqk,
txarz,
klitx,
bregz,
djort,
srard,
dramd,
tradj,
prarz,
wrond,
bligz,
bruft,
crart,
txusp,
wrosp,
floqk,
vralz,
xlarg,
vledj,
droqk,
trark,
xlark,
slaft,
krudj,
wrunz,
vrarg,
crigz,
flurz,
djaqk,
vrarp,
flust,
srork,
grond,
friqk,
slist,
sratx,
britx,
trarC,
glusk,
spest,
flurk,
glurC,
txift,
flutx,
vregz,
blamd,
glamz,
blurb,
blunz,
spufk,
vritx,
flinz,
drarc,
brind,
srunz,
prolt,
slenz,
gledj,
cralz,
prorC,
txusk,
blord,
flatx,
djorb,
slurC,
prozd,
djozd,
xreqk,
txurC,
craft,
vlugz,
crefk,
grumd,
granz,
slasp,
glumd,
snofk,
kratx,
vralt,
snusk,
vlofk,
gromd,
xlomd,
cramz,
glufk,
xlotx,
krimz,
vlosk,
swart,
xrafk,
fraqk,
twatx,
snolt,
drift,
flitx,
grumz,
brart,
vrifk,
slufk,
slend,
blozd,
grarC,
grunz,
wrorg,
slunz,
crinz,
vrork,
trigz,
wrund,
vrust,
djulp,
drark,
djurc,
flofk,
crarc,
flemd,
spard,
snoft,
xraqk,
flesk,
dradj,
sluzd,
wrorc,
tranz,
flarc,
vrumd,
xrisp,
spirt,
krolz,
vrolt,
wrarc,
xlolp,
fladj,
xlalp,
frasp,
vremd,
slarc,
crosk,
dralp,
brosp,
djigz,
djisk,
gruzd,
xramz,
slurd,
twurd,
vragz,
smurd,
txaft,
djard,
brest,
drosp,
bronz,
wrorz,
brorg,
xrarC,
prind,
xlorb,
glozd,
blort,
txerp,
djeqk,
glegz,
srezd,
florC,
prorc,
vluqk,
blurg,
klosp,
drorp,
blurc,
slizd,
bresk,
slolt,
drazd,
xrufk,
crift,
glirp,
txorp,
pronz,
frogz,
bromd,
vrult,
klanz,
frimz,
glarz,
flalz,
xrift,
vlolz,
flund,
wraqk,
klizd,
smosk,
xrizd,
plesk,
xriqk,
djemd,
trorg,
vlamd,
txend,
prard,
slemd,
bresp,
praft,
wrarb,
sretx,
klolz,
tralp,
smaqk,
wriqk,
vrorg,
xlamz,
txeft,
xrand,
srufk,
tredj,
slift,
prosk,
blofk,
klask,
drarb,
wrigz,
txumz,
srasp,
vrutx,
vloqk,
gletx,
plend,
txugz,
tregz,
klard,
glard,
xlest,
frard,
smird,
wrufk,
djadj,
krofk,
slolp,
fluzd,
blarz,
xrosk,
txasp,
flord,
wrumz,
dreft,
srugz,
xlork,
txitx,
drefk,
xrorp,
slorg,
wronz,
frast,
xlutx,
blirt,
gruft,
klamd,
krund,
snord,
vlask,
smasp,
frulp,
slefk,
xrimd,
griqk,
cresk,
slanz,
xruzd,
vlurg,
glulp,
profk,
grorg,
prenz,
crazd,
blezd,
kleft,
wrafk,
glest,
xligz,
frisk,
glasp,
florb,
glugz,
sromd,
wrorp,
bredj,
fritx,
smitx,
spult,
tximz,
glanz,
brult,
flamz,
srolt,
krumd,
blulz,
glosp,
djist,
krorb,
cresp,
kronz,
srind,
prask,
frisp,
djast,
frask,
spird,
txulp,
krosk,
smest,
trorC,
tronz,
kraft,
drogz,
plird,
drort,
bratx,
drutx,
trest,
flalt,
blatx,
sputx,
klust,
brarp,
djurz,
prulp,
brimd,
drarC,
djork,
xrart,
frarp,
txarg,
flaqk,
srenz,
fluqk,
trusp,
xronz,
krusk,
slagz,
prinz,
slorC,
klalz,
vlulp,
vlazd,
vlalz,
grigz,
djusp,
slort,
flolz,
brufk,
srarC,
txurp,
klift,
grork,
wruft,
tretx,
txutx,
djamd,
blaqk,
crarb,
sruzd,
predj,
xlift,
vlolp,
srarg,
wradj,
xritx,
fleqk,
txedj,
bliqk,
prark,
trutx,
trotx,
snetx,
vrind,
plift,
srart,
treqk,
triqk,
krifk,
bramd,
gremd,
wrolz,
sposk,
prand,
frosk,
pragz,
grusp,
vlidj,
dregz,
fregz,
brark,
trunz,
snefk,
bludj,
srozd,
djisp,
blorp,
djaft,
blend,
blalp,
xromz,
vrigz,
djimd,
bralz,
txult,
twitx,
xrarp,
trund,
glulz,
fletx,
vrest,
xlumd,
drinz,
wranz,
brarC,
tralz,
djumz,
crafk,
klurc,
wrarg,
wrazd,
xrisk,
frizd,
truzd,
xlanz,
wromz,
blimz,
sneqk,
srutx,
spaft,
xlurc,
tremd,
slalt,
kreqk,
grorp,
crarg,
txalp,
slodj,
djoft,
blark,
txenz,
cralp,
srord,
xlimd,
greqk,
tresp,
vrond,
drarp,
vlotx,
frorC,
vlitx,
dragz,
xrorC,
djarc,
kralp,
vlinz,
xlemz,
crend,
blazd,
sronz,
prumz,
promd,
glorC,
plalp,
smiqk,
krart,
smalp,
blalt,
vrask,
wrimd,
txemd,
brarc,
vlorg,
sranz,
djosp,
glurb,
djugz,
cromz,
djetx,
bradj,
srund,
plirt,
framd,
trand,
dremd,
flind,
wrasp,
wrard,
slezd,
vrefk,
frafk,
trorz,
xlarp,
krand,
blurd,
slert,
sworp,
brork,
snand,
smard,
smond,
vlard,
glefk,
xlunz,
prult,
wrask,
drolz,
wrist,
fradj,
djuzd,
txird,
krult,
krarb,
glart,
xlasp,
djizd,
prefk,
grorC,
grafk,
gronz,
presk,
drimd,
fromd,
drisp,
trord,
blenz,
cratx,
grorz,
krazd,
txezd,
tratx,
klork,
grund,
xlulz,
twend,
slutx,
gludj,
xlodj,
xrask,
txomd,
drolt,
txarc,
djond,
vrizd,
xrozd,
gredj,
snesp,
plufk,
grosp,
xlezd,
txurg,
flosp,
srand,
glond,
flenz,
vlurc,
slosk,
twuft,
txeqk,
txozd,
glezd,
krorp,
xromd,
srodj,
vrudj,
xlund,
brarg,
xranz,
drotx,
smift,
vradj,
crolz,
snund,
vruqk,
frosp,
glolt,
sloqk,
glinz,
trimd,
kruzd,
wrort,
xrunz,
plult,
crort,
slurc,
wrofk,
fratx,
brast,
wratx,
sporp,
xrofk,
pluft,
gralz,
wrusp,
bramz,
frulz,
bridj,
grarz,
wresp,
vlagz,
xloft,
djudj,
flurc,
plaqk,
crorz,
brond,
vrasp,
grimz,
blurz,
twest,
broft,
glesk,
kloqk,
wrark,
slomd,
plest,
txotx,
vletx,
sromz,
djalt,
djorc,
gromz,
krarp,
pramd,
brorc,
spift,
wrend,
vlart,
xramd,
florc,
klost,
snist,
twasp,
glurd,
glift,
klunz,
gluft,
kretx,
krisk,
gradj,
crezd,
trinz,
glarc,
kroft,
crard,
smalt,
sramz,
glamd,
plutx,
progz,
djamz,
preft,
klaqk,
txirt,
gregz,
slesk,
trozd,
gremz,
vromz,
flult,
glarb,
grand,
vlast,
xland,
klisk,
vruzd,
prasp,
flumz,
crotx,
frotx,
glalp,
xresk,
grulp,
slarb,
klatx,
vloft,
txurt,
drisk,
xlimz,
wrezd,
grufk,
flugz,
xlurb,
txanz,
djusk,
txort,
smuft,
srorb,
xroqk,
xlorC,
crisk,
krasp,
crisp,
srosp,
flisk,
drozd,
djogz,
djarC,
krond,
klarg,
klarp,
trort,
txart,
grarb,
wrift,
vramz,
gleft,
vlarg,
fridj,
txoqk,
wroqk,
vrozd,
crogz,
klend,
flimd,
glerd,
djalp,
swurd,
djeft,
crarC,
grarc,
sregz,
vlisk,
blulp,
kluzd,
klorC,
vlogz,
djemz,
xlind,
krend,
krarg,
prorg,
xrorc,
vruft,
slulz,
krorc,
sraft,
klogz,
glalt,
xrasp,
flarC,
prisk,
slusp,
crorp,
crunz,
flufk,
flasp,
srosk,
cregz,
glusp,
djulz,
flaft,
krezd,
xlolt,
trezd,
djegz,
wrinz,
kromd,
xrast,
slazd,
slirp,
spulp,
platx,
brifk,
vlond,
xradj,
glord,
klurd,
bralp,
txiqk,
vlolt,
spost,
cranz,
xlafk,
glenz,
klurC,
xlidj,
grolp,
xletx,
flusp,
frunz,
plost,
frorc,
kroqk,
txosk,
krolt,
djofk,
krufk,
florg,
sleqk,
djord,
srifk,
critx,
slisk,
fralz,
txarp,
trork,
wragz,
vlarc,
froqk,
vlorz,
djart,
djutx,
drifk,
bluqk,
flarg,
glolz,
xlond,
writx,
xrarb,
frifk,
gluqk,
blolt,
praqk,
frolt,
srorg,
xrorg,
glunz,
wrozd,
xlusk,
krarz,
crorc,
gresp,
bledj,
prend,
slest,
klort,
blarb,
slarC,
slozd,
dresk,
blemz,
slolz,
kremz,
sridj,
twafk,
kregz,
vlarz,
klind,
brotx,
slaqk,
txinz,
flulz,
txolt,
vlurb,
txark,
klarC,
slurt,
drind,
pritx,
wregz,
vlemd,
vlozd,
vleqk,
crudj,
djest,
klorb,
blust,
brust,
briqk,
xrond,
dredj,
dromd,
glind,
drarg,
xlolz,
glomz,
vrofk,
srarz,
vrolz,
plerp,
vresk,
txetx,
txurc,
slemz,
blult,
flerp,
proft,
slarp,
slust,
xlinz,
cremd,
trarg,
kromz,
prifk,
txond,
slart,
krark,
crusk,
vrisk,
slalz,
wramd,
xlurz,
kruqk,
srogz,
wrisk,
trost,
twift,
glust,
spafk,
vrorp,
frodj,
pridj,
blasp,
gluzd,
sladj,
srust,
xlorz,
klemd,
smult,
djatx,
vrimz,
kramz,
fralp,
twifk,
drugz,
xlurk,
tward,
xrotx,
klast,
klest,
xrark,
djefk,
crusp,
djesp,
krigz,
slitx,
drumd,
tramz,
xruft,
flost,
xrend,
sresk,
vrafk,
blosp,
plalt,
flunz,
vrarC,
slind,
vrunz,
txifk,
frart,
glemd,
snerd,
vrotx,
glorc,
vlafk,
blolp,
drezd,
vlasp,
wrusk,
vlizd,
srigz,
prizd,
trulz,
sligz,
glurz,
crost,
sralt,
sremz,
gragz,
vlurC,
vrolp,
klurg,
txatx,
fludj,
xrost,
klund,
kragz,
txard,
spisp,
vlulz,
frest,
brulp,
fredj,
djorC,
smatx,
blonz,
spesk,
pliqk,
krind,
glaft,
krarC,
pralt,
grifk,
txast,
draqk,
crask,
frork,
twirt,
prodj,
drust,
slurg,
trarz,
drend,
trart,
fretx,
crest,
drorc,
trorp,
spurd,
smend,
protx,
vrezd,
txulz,
spifk,
wrorC,
flurp,
drulz,
vrarc,
slorc,
xrard,
kligz,
bremd,
dronz,
klesp,
franz,
xlisk,
txufk,
xlurC,
grust,
xralz,
flemz,
vlunz,
crorC,
txurd,
troqk,
snast,
trast,
djalz,
drusp,
djund,
prulz,
brarz,
flark,
grart,
xluft,
srorz,
flask,
vrost,
txork,
blosk,
glofk,
gligz,
djezd,
trond,
trask,
flarz,
vlusp,
glaqk,
krest,
trugz,
djarb,
graft,
vrend,
srort,
plaft,
vlanz,
frarc,
glask,
xlegz,
krimd,
blogz,
klolp,
glark,
xremz,
sremd,
sroqk,
vlarp,
druqk,
slurb,
crorg,
sroft,
cremz,
wremz,
kladj,
plasp,
xralt,
vlort,
slatx,
twesk,
crund,
plard,
frift,
wruqk,
bluft,
frefk,
vluzd,
spend,
sralz,
xlomz,
wrork,
flifk,
xrosp,
txurz,
txalt,
djuft,
xrult,
djagz,
vrimd,
prolz,
txumd,
srest,
wrimz,
slifk,
dramz,
klarz,
vlalt,
trolp,
srisp,
kreft,
glurg,
florp,
kresp,
smirt,
blizd,
truft,
klurz,
xrugz,
droft,
klemz,
frumz,
prazd,
grodj,
branz,
fruqk,
vlegz,
flozd,
grugz,
djomz,
pruft,
glemz,
prarc,
frorz,
crist,
krosp,
drusk,
trasp,
xlurt,
gleqk,
brost,
slafk,
brorp,
glafk,
criqk,
frort,
vrogz,
vrosp,
drart,
drenz,
xlugz,
glurp,
snurp,
snotx,
vraqk,
wrulp,
wraft,
frimd,
frand,
kranz,
djurd,
slimz,
xrazd,
blinz,
prart,
breqk,
srumd,
xlumz,
klifk,
xrork,
prafk,
klist,
klomz,
djuqk,
slalp,
bralt,
crulz,
txarC,
slumd,
djorg,
greft,
vrorz,
klulz,
xridj,
vranz,
xlalt,
pradj,
wrarC,
xrolt,
wruzd,
xrumz,
trorb,
trulp,
glidj,
brumz,
xliqk,
xraft,
krutx,
kralz,
vrenz,
frumd,
xlogz,
brafk,
twost,
xlefk,
blerp,
grast,
xlatx,
drimz,
groqk,
flurC,
vleft,
gridj,
glarg,
txorC,
vralp,
flefk,
floft,
fremz,
creqk,
xluqk,
prarp,
brinz,
xlarb,
dralt,
vrund,
trefk,
flork,
wralz,
flist,
truqk,
vlumz,
klegz,
xrinz,
klarb,
crimd,
txogz,
broqk,
klodj,
txord,
klult,
brodj,
plafk,
djust,
pramz,
crork,
crodj,
txorg,
xrusk,
graqk,
xlorc,
vlamz,
blurt,
pranz,
txudj,
crumd,
vridj,
flard,
vlonz,
drufk,
xlenz,
pregz,
sruqk,
gramz,
cridj,
txund,
klutx,
djazd,
freqk,
blefk,
txuzd,
wrefk,
prusp,
brefk,
blorC,
xrest,
tritx,
slurp,
twalt,
xrulp,
xlask,
klond,
grudj,
glast,
kleqk,
flirt,
blart,
grofk,
kledj,
klaft,
fromz,
blisk,
txind,
glatx,
glund,
brend,
flurd,
troft,
kruft,
trumd,
slurk,
xrudj,
traft,
grosk,
vlult,
klesk,
glost,
trust,
sraqk,
vrift,
fraft,
krozd,
srost,
xlart,
slorb,
glork,
xrarc,
glotx,
grolt,
wreqk,
crult,
vlind,
vlimz,
xlulp,
drudj,
wrind,
vlurd,
vresp,
vlund,
bruqk,
glurk,
glend,
txefk,
plitx,
djost,
txazd,
sragz,
blind,
blumz,
vrarb,
vlarb,
djitx,
brozd,
glimd,
djarp,
klefk,
txesp,
wretx,
trift,
creft,
frazd,
flesp,
froft,
klasp,
txizd,
drosk,
vrist,
twufk,
djidj,
drond,
grift,
brazd,
xlizd,
vlomz,
