tune,english
miyeg,day
vorek,daze
lopit,dazzle
boduf,dazzling
pedot,dead
gudiz,deadly
xazun,deaf
memef,deafen
yunag,deafening
nazek,deafness
bodub,deal
hivuv,dear
lunad,dearly
sibur,death
yiyap,debate
laran,debug
zagef,debunk
lunin,decay
kofig,deceive
lokux,decent
mebis,decide
salus,decimal
vukid,decision
samis,declare
guxif,decline
samus,decorate
huhab,dedication
hubal,deduct
sayug,deduce
vumoz,deductive
yakam,deep
ritip,deeply
lasun,default
kohig,defect
vulag,defend
dased,defense
bidar,deficiency
lineb,define
zabog,definition
vuged,deflate
lasar,defrost
naraf,degeneracy
fixav,degrade
bekok,deja vu
kohoz,delay
hibos,delay (action)
ridim,delegate
luwag,delicate
viwav,delicious
girox,delight
lukiz,delightedly
bugax,deliver
xabug,deliverance
pipif,delude
zayen,delusion
mulab,demand
mahuf,demanding
leziv,demolish
bibuf,demon
solif,demonstrate
vavos,dense
kadux,density
kekus,deny
zifiz,departure
mexuk,depend
loron,dependent
bokok,dependent (object)
sarod,dependently
hayur,depict
yiram,deplete
hahum,depress (push down)
mumal,depression
libam,depth
lumul,derivation
ridor,derive
kigun,describe
yoris,desert (leave alone)
loxeg,deserted
soran,deserve
vagor,design
gehov,designate
vexar,desirable
vovid,desirably
xigim,desire
xisik,despair
nuvov,desperate
danor,desperately
pebop,destination
gevof,destine
kegen,detail (action)
buxag,detailed
lolom,detect
mogaz,detective
yuraf,deteriorate
vigif,determinacy
dagev,determination
zirav,determine
vamug,determined
yefek,develop
yuxus,deviate
ruhus,device
fomus,devotion
kovon,devout
yovon,diagnose
yefoz,diagram
wakid,diameter
penot,die
ronus,different
benab,differential
fepop,difficult
gunak,difficultly
riyud,dig
vuhok,digest
zukim,digit
laful,digitally
demon,dilate
lobeb,diligently
gogin,dim
giniz,dim (action)
refam,dimension
fukik,diminish
mexex,dip
vuvaf,direct
zolax,directedness
xuxif,direction
zudav,dirt
besif,dirtily
binad,dirty
fidom,disadvantage
dunam,disadvantaged
xaguf,disadvantageous
meyof,disadvantages
vidak,disappoint
sesid,disapprove
yoxab,disapproved
xoliz,disapproving
doyiz,disapprovingly
mukuk,discern
fosul,disciple
dogoz,disciplinary
mubaf,discipline
wared,discord
zevim,discourage
rixaz,discreet
datup,discrete (vs. continuous)
gahax,discriminate
dibol,discuss
fiham,discussion
yumov,disdain
sigak,disenchantment
buzik,disgrace
rihof,disguise
mufum,disgust
defor,disgusted
xekuf,disgustfully
potif,disgusting
lahuf,disk
goluk,dismiss
hizuk,disparate
xosix,displace
taten,display
dimem,disposition
foweg,dissect
huzuk,disseminate
fubam,dissipate
loned,dissolve
bofef,distance
dohum,distant
kusok,distantly
basad,distinct
muzex,distinguish
kosex,distort
rohes,distract
befof,distractedly
hufed,distracting
soles,distractingly
kigom,distress
pofat,distribute
dopup,disturb
titod,dive
lorif,diverse
menor,diversify
xumav,diversion
duxex,diversity
xaruk,divine
modim,divinity
haxax,divorce
werol,dizzily
hazeg,dizzy
hisin,do business
vulek,do without permission
kabaz,docile
waros,domestic
sinam,domestically
mifed,domesticate
koyef,dominate
tibop,domination
dudos,door
dorus,dot
fivav,double check
humam,doubt
dixuk,down
salid,dowse
bubal,drab
fezig,drag
keyas,drain
zugem,dramatic
libab,draw
riyom,drawing (object)
ramol,dread
mabub,dreadfully
xasak,dream
risam,drench
vuyem,dress
zefax,drift
sonun,drill
gihek,drink
petor,drip
vuyud,drive
regiv,drive (object)
yabev,drone
yugad,drool
fehan,droop
bubed,drop
hulor,drowsy
lufon,drudgery
dikug,drug
limed,drum
vuyin,drum (action)
vinog,dry
linus,dry (action)
vonix,dryly
lowaz,dual
hoyug,duality
mohof,dubious
zuyif,duck (action
dayok,ductile
yezis,due
timat,dull
luzak,dumb
bagag,during
doyur,dust
dulad,dwarf
gorux,dwell
nofes,dynamical
hufib,dynamite
domaf,each
yukon,eager
yunok,eager (action)
zugid,ear
seseb,earlier
zuvid,early
loyag,earning
lefef,earth
zisug,east
bunur,eastern
vusex,easy
tepaf,eat
folad,eatable
sigox,eating
fekek,eavesdrop
bahif,eclipse
nuxak,ecstacy
dakek,edge
mepat,edgy
sehod,edited
yezef,educate
xenag,educated
fefom,education
leveg,effect
dexez,effective
kefag,effectively
semal,effectual
rizag,effectually
molun,efficaciously
ruxiz,efficiency
fohol,efficient
yumog,efficiently
sosar,effortless
nuron,either
lohad,elaborate
lovuz,elastic
tomet,elastically
bifes,elect
razok,election
papum,electric
koxed,electronic
yugur,elegant
leres,elevate
romam,eliminate
yunax,elimination
meded,ellipse
hohud,elliptic
derom,elliptically
sezev,elsewhere
hidus,elusive
ravox,embark (begin journey)
demos,embarrass
gewak,embarrassingly
vesug,embed
yorem,embellish
lokok,emerge
geyov,emission
petib,emit
yoyif,emotion
fidar,emotional
xuzof,emotionalistic
yoduz,emotionally
vanik,empathy
gizis,emphasis
vemak,empirical
bunis,employ
lokix,empty
keruz,emulate
purop,enable
baful,enact
hofid,encapsulate
yixof,enchant
givib,enchanting
lukog,enclosure
dalud,encourage
notut,encouragement
zizim,encouraging
xiyeb,end
gevid,end (action)
nanon,endeavor (try hard)
mudis,endless
ribar,endlessly
xesag,endorse
zikul,endure
hokax,enemy
rudos,energy
revig,enforce
medif,enforcement
mubif,engage
wazom,engagement
xewev,engineer
xuyan,english
veken,enhance
ruxog,enjoy
hebus,enjoyable
nukig,enlighten
dobul,enough
dovez,enrich
ralom,enroll
rolif,ensemble
xenug,enslaved
nekik,ensure
kivom,entanglement
yowal,enter
demum,entertain
fulim,entertaining
vugim,entertainingly
torop,enthalpy
retat,entire
nofub,entirely
rezak,entrance
vobev,entropy
resem,environment
loban,envoy
sasul,envy
gobex,ephemeral
nazav,epidemic
tenat,epiphany
fivig,episode
vavaf,equal
dinam,equally
nazig,equanimity
titib,equate
bagek,equation
soxug,equilibrium
fosuf,equity
ganik,equivalence
hafor,equivalent
nefuf,erasable
kehax,erase
garov,erect
nerol,ergo
lofud,error
zezar,escalate
minof,escape
dumid,essence
hezuv,essentialism
heyid,establish
lumim,esteem
hiyod,estimation
lored,etcetera
kiwaz,eternal
kikes,ethics
basob,ethnicity
xadik,euphoria
xohak,evaluate
bifuf,evaporate
gimav,eve
fifal,evening
darif,event
ninuf,eventful
temup,ever
dahar,everywhere
doxek,evidence
mebol,evident
debim,evoke
tinap,evolution
zoges,evolutionarily
sayix,evolve
bukaz,exact
gokul,exaggerate
fonam,exalt
xazol,examine
damob,example
zukum,excavate
dimun,exceed
nubur,excellent
hafes,excellently
nabof,except
fezux,exception
kosiz,exceptionable
fibed,exceptionality
sakag,excess
bomur,exchange
nomub,excites
rodus,exclude
sigeg,exclusion
rinaf,excuse
busud,execute
hebur,executive
mumor,exempt
zekas,exercise
nuxiz,exert
losod,exhaust
xevol,exhaustive
niput,exhaustively
hisis,exhibit
zovuf,exist
lebud,existence
nonud,existential
hekez,exotic
duhar,expand
misad,expansion
vayeb,expect
wehev,expectation
yehav,expecting
tenit,expectingly
boxik,expensive
zamuz,experience
gigif,experiential
rixev,experimental
leyag,experimentalism
basis,experimentally
mifor,experimentation
lenub,experimenter
koyus,expert
veroz,expire
remub,explain
konov,explanation
laxiv,explicit
nuzek,explode
lesuf,exploit
tetur,exploration
vozul,exponent
keriz,exponential
hifim,expose
bivag,exposition
marol,expression of intense feeling
xemex,exquisite
ridal,extend
walug,extension
waneg,external
xumig,extinct
xaval,extinguish
hevox,extinguish (put out)
dinib,extract
vodav,extract (object)
numun,extrapolate
buvix,extreme
bonor,eye
lulor,fabricate
sokaz,fabulous
gaxen,fabulously
demam,face
xoroz,face/surface
panep,facially
wegur,facilitate
romum,factorial
yizos,factory (making place)
tefet,faculty
huran,fade
webik,faded
yaken,fadedly
guruz,fail
hedos,faint (air)
gawes,faint (visibility)
duleb,faintly
xoweb,fair (equal)
zimuk,faith
ledub,faithful
yoyib,fake
suyoz,fall
lugig,fallacy
luhor,familiar
muwek,familiarity
boden,familiarly
guzid,family
vafoz,famous
gulax,famously
sohum,fancy
dewal,fantastic
fohan,fantastically
dezaz,fantasy
suwak,far
tasup,farther
hawax,farthest
yogod,fashion
vahav,fast
mupap,fasten
ratot,fastest
fomom,fasting
diveg,fat
famul,fatal
sibin,fatally
murin,fate
nesef,fate/predestiny
xamig,father
fidin,fatly
nafan,fault
koraz,faulty
yuhog,favor
gugen,favorable
yezeb,fear
hixax,fear (action)
dabom,fearful
dihid,fearless
naviz,feast
kadav,feature
sahin,feed
rawal,fence
migig,fend
kavem,ferocity
vimok,fertile
vuven,fertilize
lakog,fetch
banus,fiber
resur,fiction
dufud,fiddle
xoxas,fidget
makak,field
niban,fierce
hulab,fight
zebav,figure out
bezax,file
kihox,fill
kosik,filth
yasok,filthy
nomes,final
sedus,finance
butat,find
xidik,fine
vived,finely
nidaf,finger
zamiz,finish
zinoz,fire
dalan,firm
gaxif,firmness
gunuz,fish
dison,fission
liyuf,fit
zixof,fittest
pufot,fix
zisiv,flabbily
leram,flabby
wevof,flag
kariv,flake
kaleg,flash
givam,flask
sisim,flat
minun,flatly
futop,flaunt
maham,flavor
fidem,flee
zomav,flesh (life material with nerves)
yemiv,flex
fudus,flexible
lenen,flick
beyis,flinch
lutep,flirt
fanof,float
pitol,flock
domib,flock (object)
yigus,flood
segok,floor
dohul,flop
zumev,floppily
farof,floppy
liwes,floss (clean between)
mavav,flow
boheb,flower
xebik,fluctuate
davov,fluff
yakes,fluid (flowable)
piyip,fluidly
zeged,flunk
yukor,flurry
gumix,flush
rifas,flutter
yagef,fluttering
rayub,flux
yaxad,fly
vahug,foaming
penip,foamingly
zibev,fog
kimuz,fold
bomob,folk
vazol,follow
suwex,follower
royid,following
daxak,fond
vekes,food
vikar,fool
haxux,foolish
goyal,for
bohid,forbid
foyiv,forbidden
yogul,force
semod,fore
vorig,forecast
lukuz,foreign
kuliz,foremost
teyip,foresee
zoged,forever
nunul,forge
zukor,forgery
diren,forget
soful,forgive
dunal,forgiveness
baran,fork
wediv,form
lefob,formal
yerox,formalize
haxek,formation
zoreg,former
ruxuk,formula
dahem,forsake
bobof,forte
yazal,forth (from this time forward)
yabiz,fortune
hinis,forwards
xorux,fossil
yiveb,foul
vuvuf,found
koreg,foundation
zaxud,fountain
fasur,fraction
yedaz,fragile
kugeb,fragment
feyob,fragrant
sifob,fragrantly
safin,frantic
batat,freak (scare)
loziv,free
nokox,freedom
sisuf,freelance
fasas,freeze
nanul,freezing
risif,frequency
wegun,frequent
hetup,frequently
vogid,fresh
veduv,freshly
fovuz,friction
vomuz,friend
xufav,friendly
moron,friendship
vosax,frightened
samun,fringe
xeroz,frolic
vunak,from
bakuk,front
vihux,froth
pidut,frothy
semaf,fruitful
husof,frustrate
lewem,frustrating
vehik,fry
memis,fuel
dasaf,fume
surul,fun
genek,function
kenaz,functionalism
nimom,functionalistic
tuten,functionality
mayak,functionally
biwaf,fundamental
yukaf,fundamentals
zekud,funnel
lavez,funnily
fexak,funny
ratip,furious
lavav,furrow
sohul,further
kaxom,fury
pasat,fuse
diyav,fusion
voxun,fuss
wagum,fussily
sedom,fussy
lonub,futile
yihiz,future
ziyaf,fuzzily
naxox,fuzzy
bizaz,gain
fidus,gain (object)
fugig,gainful
murus,gainfully
kuzes,gamble
rubas,game
pepob,gamely
lumif,gap
tafop,gape
begox,gaping
zabov,gas
damun,gate
sabin,gather
hebob,gaudy
xuxed,gauge
zefix,gaunt
hiwed,gawky
lanud,gaze
tumut,gear
botet,gem
muvux,gender
zenox,general
nugex,generality
xiyug,generalization
rayos,generalized
tudot,generate
dovug,generosity
dipep,generous
refos,generously
fifaf,genius
yugun,gentle
viyug,genuine
dixov,germ
dezuk,gesture
risab,ghastly
yohug,giant
wesag,giddy
kozar,gift
gaxul,giftedly
limul,gigantic
rumid,gigantically
xuvif,girdle
muhed,gist
hufam,give
zezun,glad
dasib,gladness
habab,glamorous
papam,glance
mozig,glare
yidez,glaring
bomeb,glaringly
simol,gleam
sunal,gleaming
meyob,gleefully
ritap,glide
xefik,glimpse
mudar,glisten
vonav,gloom
given,gloomily
liguv,gloomy
sagov,glorious
zamik,gloriousness
golov,glory
vuhek,glossy
rebaf,glow
xazad,glowing
biyex,glue
minus,gnaw (continuously chew)
gafok,go
namem,goad
gasuk,godliness
zuzum,godly
xinuk,gold
veyov,golden
fahod,good
vakud,goofy
kuvar,gorgeous
fusid,gorgeously
larof,gossip
gebeg,govern
kukon,government
nidim,grab
zafex,grab (object)
tasap,grace
monos,grace (object)
mimor,gracious
fayox,grade
mulif,gradual
vozon,graduate
dipop,graft
weyeg,grand
salin,grandly
kinix,grant
ridaf,grasp
desun,grass
samol,grate
lifor,grateful
yehez,gravitate
rehuf,gravitational
zonox,gravity
kubov,graze
dunif,greasy
legeg,great
dakix,greater
dumur,greatest
befan,greed
gebaz,greedily
dosin,greedy
beyol,greet
solub,grievance
lotup,grieve
gamuv,grieving
xexob,grill (ask a lot of questions)
sifol,grim
huviv,grime
tabop,grimly
nired,grimy
paped,grin
niraf,grin (action)
bosim,grind
sivik,grip
bumib,gritty
basem,groan
gogol,groom
bibed,groove (in space)
fubaf,grope
nemul,gropingly
fikuz,grossly
lalon,ground
mutep,group
nolim,grovel
zomax,grow
hefid,growth
vagib,grubby
sadal,grudge
yakim,gruel
zulak,grumble
dayoz,grumpy
havav,grunt
zoyeb,guarantee
sufan,guarantee (action)
gevud,guard
mofas,guest
navuk,guide
litit,guile
lowak,guilt
vizin,guilt (action)
hobof,guiltily
mofom,guilty
xodez,gullible
yivob,gulp
baras,gush
habod,gut
ladud,guzzle
zazum,gyrate
vexur,habit
ligok,habitat
noyiz,hack
zefag,haggle
nixuk,half
bedor,hall
zuxan,hallucinate
yigeb,halogen
lakuz,halting
dalob,hand
dobon,handily
xibok,handle
fozek,handy
gofeg,hang
zigid,happen
fevuk,happy
domod,harass
bigax,hard
hobun,hardly
putem,harm
zukul,harmony
xoriv,harsh
xonig,harvest
kihuz,haste
doxag,hate
tetom,haunt
xufez,have
vasov,head
riguz,heal
devux,health
fodor,hear
daxox,heart
bovev,heat
dokex,heaven
xibax,heavy
wesoz,heckle
hupot,hedge
bemof,heed
yuhak,height
muyox,heir
saren,help
zokar,hence
viraz,herd
soyiz,here
dalol,hereby
fufed,hermitage
labab,hero
kofux,heroically
dufan,hesitant
sorid,hesitantly
konuk,hesitate
robod,hesitatingly
xayis,heuristic
lonos,hibernate (sit and wait)
minin,hidden
wegar,hide
fupot,hideous
zuvun,hideously
fefud,high
nixuz,highlight
sades,hike
hoviz,hilarious
nahol,hill
fezix,hinder
xuvib,hinge
gefeg,hint
yibev,hip
vehex,hire
duwak,hiss
nebum,hisser
kimex,hissing
yerex,historical
hidom,history
xenok,hit
zigob,hoard
rayif,hoarse
yiyet,hoax
lobid,hog
dukiv,hold
yibik,hole
zozid,hollow
rawab,holy
lufor,homologous
yogor,hone
rekev,honest
ziwev,honor
ligix,honorably
bidob,hook
kukes,hooked
kuxob,hop
vozub,hope (action)
xuyud,hopeful
vaxul,hopefully
yigid,hopelessly
lemun,hopingly
ribus,horizon
zemag,horizontal
ninab,horn
mizak,horocycle
beren,horrendous
lexog,horrible
voxem,horribly
sakiv,horrify
kaxas,host
sexoz,hostile
nafid,hostilely
doxez,hostility
fuzex,hot
supit,hotness
hihor,hound
yarag,hour
bibub,hourly
bevak,house
vizem,hover
zinez,however
wegem,hub
niviz,hug
lafon,huge
yabik,hugeously
ganuz,hulking
xaneg,hum
pidop,humane
zosaz,humanely
gufok,humble
sufin,humblingly
huful,humiliate
yikum,humor
nalof,hunch
hiref,hunger
sudes,hungrily
rebod,hunt
tihut,hurricane
kufak,hurried
xakeb,hurriedly
dumol,hurry
tefot,hurryingly
kirez,hurt
xuwaf,hurtfully
vekam,hurtlessly
salas,husband
kakon,hush
bizev,hushed
xuduk,huskiness
gevom,husky
mekok,hybrid
mayaz,hyper
kogam,hyperbola
midad,hypercycle
hesam,hypnotize
porip,hypocrisy
pobep,hypocrite
lifab,hypothesis
vevun,hysteria
sesud,icy
tuset,idea
feyag,ideal
buhab,identifiably
mazak,identify
lidof,idiot
nasuf,idiotic
hapup,idle
refim,ignite
moyax,ignorance
fumib,ignorant
zukes,ignorantly
ruduf,ignore
leyin,ill
xoyif,illuminate
hadud,illusion
rukek,illustrate
mozez,image
muben,imaginable
gobaz,imaginably
xizin,imaginary
lunus,imagination
wazur,imaginative
kivud,imagine
gaxon,imitate
bitut,imitating
fozax,immaturely
hasas,immediate
lekav,immediately
zaweb,immerse
kudix,immoderately
nimef,immortally
rufof,impair
zurok,impale
furud,impeccable
xosig,impede
xamez,imperfect
ripop,implant
gomik,implementation
huras,imply
mibum,impolite
hudof,importantly
fubos,importune
robos,impose
kefek,impossible
zawad,impossibly
rakug,imprecisely
midem,impress
didib,impressively
ravuk,impromptu
moxev,improve
zifak,improvise
riman,appropriate
nugiz,inappropriately
meman,inattention
hineb,audible
rebos,inaudibly
fofad,inception
luhen,incest
rozeg,incline
dagog,include
nawex,incompletely
mekux,inconsiderably
lugux,incorporate
nufad,incorruptibly
nufof,increase
yehug,increasingly
yagus,credible
nobim,incredible
bedum,incriminate
zakul,incubate
husan,incur
tuted,incurably
zaluz,indeed
yoyub,definite
motip,indefinitely
nokiz,indent
yugin,independent
yeraz,indicate
xuxuf,indication
vayud,individual
bozuv,individualistic
saziv,individually
wagor,induce
sebib,inductance
mibim,induction
kevab,indulge
geyor,industrial
muras,inefficient
novag,inefficiently
sodof,inert
sisen,inexpensive
buxok,infect
peyit,infer
lozek,inferior
horum,infest
hekag,infidel
gasex,infinitesimal
yubev,infinity
lupip,inflect
rodud,inflict
goheg,influence
xidov,inform
henuf,infringe
kudux,ingredient
vagon,inhabit
dahol,inhibit
luyog,initial
zikib,initiate
hesod,initiation
denas,inject
fimuf,injuries
xobev,injury
banis,ink
gevin,inland
higok,inner
lagok,innocence
lasis,innocent
hubam,innovate
fulen,innovation
soviv,input
zizum,insane
mukiz,insecure
liyod,insensitive
kugin,insert
nidod,inside
xoyed,insight
hibif,insist
mirus,inspect
gekum,inspecting
dugeg,inspector
sidib,inspiration
topib,inspire
harun,install
folas,instance
dewab,instant
kabox,instantaneous
gezen,instead
bevev,instigate
xulux,institute
vahoz,instruct
havok,instrument
larad,instrumentation (implementing instruments)
birud,insulate
naziv,insult
guvim,intact
ponip,integrable
livag,integral
yeyas,integrals
vavab,integrand
dadaf,integrate
yuvob,integrated
letup,integration
guval,integrity
vewar,intellect
redar,intellectual
tobup,intelligence
gikad,intend
fifam,intense
bedul,intention
xizef,intentional
sinod,intentionality
sozik,inter
yozun,interact
vuyol,intercept
zoyol,interest
risor,interested
xaloz,interesting
yasux,interestingly
kuyen,interfere
zemek,interference
rinum,interim
yuren,interior
fugek,interject
xugon,intermediate
nupop,internal
yiwax,internet
yoreb,interpret
vusuz,interpretation
nibur,interrogate
kevod,interrupt
kayod,intersect
guves,intertwine
yunug,intertwined
matep,interval
vufuv,intervene
xagim,interview
denem,interview (object)
mafod,intestine
dalin,intimate
lidid,intimidate
fubub,intransitive
subis,intricate
yufaz,introduce
renar,introduction
yizen,introspect
zuhik,invade
zevos,invalid
fulul,invariant
dubid,invasion
mefom,invent
vuvos,inventory
hegak,invert
gisox,invest
sudod,investigate
hidid,investing
suleb,investor
hukiz,invincible
gofox,invisible
kugom,invite
dasal,invoke
bugux,involve
godig,iridescent
sikiv,iris
hosum,iron
rumol,irrationality
yusug,irrelevant
yobig,irrelevantly
bagig,irreversible
sehim,irrigate
laxuv,irritable
gusaz,irritate
zeduz,irritating
subem,island
simin,itch
folan,itchy
nimof,item
xagib,iterate
goxis,jaded
kirok,jagged
vanov,jail
nafus,jam
ruhud,jealous
