tune,english
difrifina,boron trifluoride etherate
riyisina,bradykinin
fefkisina,brazilianite
boblinina,brevetoxin b
grizirina,bromo-chloro-fluoro-methane
glalofina,bromoaureol acetate
mistunina,bromopentafluoride
kigremina,brooklax
blaqikina,buckminsterfullerene
veyaltina,buli
dustifina,buprenex
wirtofina,bupropion
gitxoqina,buspar
glesidina,buspirone
lobeftina,butylbenzoic acid
sofardina,butyric acid
finanina,c60 fullerene
nestobina,c70 fullerene
miflosina,cafestol
yabrozina,caffeine
mostubina,calcite
bumonina,calcitonin
grugabina,calcium hydride
boglimina,calcium hydroxide
muleskina,calcium monoxide
blevexina,calcium sulfide
hublafina,caledonite
betxarina,calyculin a
zafrugina,campesterol
ninirtina,camphor
risrolina,cantharidin
geskokina,canthaxanthin
sundorina,capric acid
tiglotina,caproic acid
bezdefina,caprylic acid
gledirina,capsaicin
prukuvina,captan
digriqina,carbon dioxide
dusnubina,carbon monoxide
nofendina,carbon suboxide
nofaspina,carbon tetrachloride
xufrogina,carbonate
liglolina,carbonate ion
frizivina,carbonic acid
fixagina,carbonic anhydride
birunina,carletonite
zibragina,carnallite
xuxorpina,carnitine
masrabina,carotene
zexifina,carotenoid
vresekina,caryophyllene
xomzexina,cassiterite
sonustina,catapres
slotopina,catechin
reborina,catechol
darzubina,cavansite
trufokina,celestine
raduspina,celexa
brakagina,cellulose
robridina,cembranolide
srozozina,cerotic acid
holtinina,cerussite
smidomina,cervonic acid
kligamina,chalcanthite
saltisina,chalcopyrite
gexirpina,chamazulene
xeskozina,chicoric acid
wodurtina,chlorate
wuketxina,chlordene
lusmubina,chlordiazepoxide
nowortina,chlorine monoxide
zemokina,chloro-difluoro-methane
haqkodina,chlorocresol
gaxodina,chlorogenic acid
leqkusina,chloromethane
planarina,chlorophyll
pasrupina,chlorosulfuric acid
hiwaltina,cholecalciferol
plaquqina,cholecystokinin
pabrutina,cholesterol
sluputina,choline
dusibina,chromate
yuxoqkina,chromium
fanzisina,chromium trioxide
rostolina,chromogranin a
lakrovina,chrysene
nuklakina,chrysoberyl
mulpufina,cinnabar
suskodina,cinnamic acid
twedafina,cisplatin
zuvotxina,citalopram
tregarina,citric acid
vostozina,clinoclase
reglomina,clobazam
fuvravina,clorazepate
nonzemina,clozaril
slorefina,clupanodonic acid
notutina,cocaine
nifronina,codeine
smaveqina,coenzyme q
veplazina,collagen
gabrizina,concerta
prenofina,contrave
laqkedina,copeptin
mutruxina,copiapite
guwostina,copper
probesina,coronene
prefafina,corticotropin-releasing hormone
xutrifina,cortisol
hinurina,cortisone
kolzezina,corundum
wufkekina,coumarin
fasmumina,creatine
bemudina,crocoite
smibamina,cryolite
bliveqina,cryptoxanthin
husponina,cucurbitine
krobuvina,cucurbitine perchlorate
txizuqina,cumene hydroperoxide
sohamina,curcumin
wudrozina,cyanide ion
kuzdogina,cyanidin
kamukina,cyanoacetylene
dalzunina,cyanoacrylate
sartoxina,cyanogen
spigagina,cyclobutane
rodrulina,cyclohexane
hulonina,cyclomarin a
blipipina,cyclopropane
goplazina,cyclopropane carboxylic acid
tramoqina,cyclopropenylidene
lagzulina,cycloxazoline
westaxina,cymbalta
klugubina,cymobarbatol
yoplezina,cysteine
badurpina,cytidine
plivezina,cytosine
xogromina,d-(-)-luciferin
feprenina,d-glucitol
naslamina,d-serine
hahimina,dactylallene
zesikina,daidzein
lewofkina,dalmane
sinaqkina,ddt
hudespina,decachlorobiphenyl
smusunina,decamine
glamanina,dechlorane
higreqina,decopur
xuyeftina,delphinidin
hulpenina,depakote
lumultina,deprenyl
xupruzina,desoxyn
susnamina,desyrel
viflekina,dexedrine
xuzdeqina,dextromethorphan
twaqevina,diacetylene
setrugina,diazepam
yegodina,diazomethane
dogzumina,dibenzoyl peroxide
maltodina,dicarbon monoxide
gexandina,dichloro-difluoro-methane
krogonina,dichromate ion
beyagina,dieldrin
spodesina,dihydroxyacetone phosphate
remaqkina,diketene
fisadina,dilaudid
refrebina,dimethyl sulfide
kidrikina,dimethylpyrazine
yuquqkina,dimethyltryptamine (dmt)
klifavina,dinitrogen tetroxide
dimeftina,dinitrophenol
topamina,dinitrotoluene
brulunina,dioxane
wagabina,dioxin
plizogina,diprivan
dirtebina,disulfiram
klebovina,diterpenes
festenina,dithiolthione
letxadina,diuron
tatufina,divinyl acetylene
futatina,dodecanedioic acid
wedivina,dolomite
vuviqkina,domeykite
vogadina,dopamine
beftofina,doxepin
gokuspina,dramamine
fukuzina,duloxetine
zizulpina,durdenite
restofina,durotox
susradina,dynamite
buzogina,dynorphin
ralzasina,dysamide c
nurpumina,effexor
keskoxina,eicosenoic acid
goqkaqina,elavil
latruxina,ellagic acid
gaxurdina,ellagitannin
drozoqina,emmonsite
yismaqina,endomorphin
tramavina,endorphin
sanaspina,endrin
frubisina,enkephalin
vuhixina,epicatechin
gunzogina,epigallocatechin
yalortina,epinephrine
norzobina,epsomite
venzozina,ergocalciferol
vospegina,erimin
glaqavina,eriodictyol
xevastina,erucic acid
honutxina,erythrite
gumdozina,erythromycin
dindifina,estazolam
gaspekina,ester
yipravina,estradiol
txademina,estrol
damzurina,estrone
yeklabina,ethane
lekigina,ethane carboxylic acid
fistudina,ethanol
farandina,ethyl alcohol
yomzugina,ethyl ether
vrevarina,ethyl maltol
sloquzina,ethylene
ladrufina,ethylene carboxylic acid
negaxina,ethylene glycol
maloskina,ethylene oxide
pradifina,etilaam
kuplaqina,eugenol
xoplakina,ferredoxin
fumondina,ferric chloride
riflinina,ferric oxide
flimosina,ferrous chloride
lewefina,ferulic acid
siwespina,fetzima
xuspeqina,flavanol
nafkefina,flavanone
sraxoqina,flavone
rulzudina,flavonoid
geqkegina,flavonolignan
fitrivina,flavonol
niburpina,flexeril
trunikina,fluoranthene
rafeqkina,fluorapatite
xuhigina,fluorene
gonzigina,fluorite
fosufina,fluoxetine
bablifina,fodiss
txuvezina,formic acid
kobrizina,fructose
gamezina,fructose-6-phosphate
krubogina,fumaric acid
hondenina,fumiquinazoline c
fastasina,furaldehyde
modeskina,gaba
txiridina,gabatril
fradesina,gabitril
grezufina,galactose
minordina,galacturonic acid
rukrigina,galanin
busrodina,galena
yasluvina,gallic acid
wekorina,gallocatechin
wakordina,gallotannin
buskobina,gamma-aminobutyric acid
lespobina,garnet
firotxina,gaspeite
gokuqkina,gastrin
furpadina,gastrin releasing peptide
spunusina,genistein
siskimina,geodon
golakina,germane
sunimina,glucagon
broxugina,glucocorticoid
nesnasina,glucose
kirpozina,glucosinolate
yezeftina,glucuronic acid
yosnukina,glutamate
zahegina,glutamic acid
duhundina,glutamine
kemzezina,glutaric acid
gugutxina,glycine
hiflodina,glycitein
rigzunina,gonadotropin-releasing hormone
ragikina,growth hormone
gemzazina,guanidinium nitrate
vraqurina,guanine
romzesina,guanosine
sosposina,gypsum
blafalina,halcion
haqkamina,haldol
zugrasina,halite
nemdifina,halloysite
briqivina,halomon
gegzuqina,hcb
fludadina,hemicellulose
dotxulina,heptachlor
gazemina,hesperidin
virpuqina,hessite
diwoltina,hex
gugrumina,hexachlorobenzene
spivoqina,hexachlorocyclohexane
frenemina,hexachlorocyclopentadiene
fafenina,hexafluorosulfide
wisrekina,hexahydrobenzene
giguftina,hexane
gudazina,histamine
zinagina,histidine
yitxexina,honulactone d
txulabina,hormone
bruvuqina,hyaluronidase
lasmibina,hydrazine
yiyulpina,hydrochloric acid
doqkimina,hydrogen bromide
yigofkina,hydrogen cyanide
febredina,hydrogen fluoride
mavrugina,hydrogen iodide
naskabina,hydrogen peroxide
vaxorpina,hydrogen selenide
glumasina,hydrogen sulfide
wibrizina,hydronium
yeqkixina,hydroxide ion
gaftaxina,hydroxyisobutyric acid
dukrekina,hydroxyzine
wefkiqina,hypochlorite
vaslegina,hyposulfite
linzofina,ibuprofen
bubufina,imitrex
mekozina,imovane
gredavina,inderal
bewoltina,indole
slazuvina,inesite
swivabina,inulin
fafledina,invega
sestanina,iodine pentafluoride
romdesina,insulin
lirtonina,iron monosulfide
reneftina,iron monoxide
srusisina,isobutane
bropupina,isodrin
petaftina,isoleucine
vaxulina,isopropanol
xalpivina,isopropyl ether
sebulpina,isorhamnetin
salpanina,jadeite
heflolina,juglone
txuqogina,juncusol
saxortina,juncusol diacetate
beqkidina,kaempferol
blibubina,kalihinene
webloxina,kemstro
xasrokina,kepone
xobrekina,keppra
vegzakina,keramamine-a
liqkorina,keramamine-a hydrochloride
kehugina,keramaphidin b
kogliqina,ketaset
swegisina,ketene
tragimina,ketone
granakina,kilprop
balaspina,kisspeptin
fenodina,klonopin
nuqkarina,l-alanine
krofozina,l-carnitine
famorina,l-carvone
niraqkina,lactose
goqurdina,lamictal
gurpikina,lankalapuol a
niruqkina,latuda
bumibina,laurencin
waxosina,lauric acid
xinzikina,leucine
hobordina,lexapro
vokredina,librium
rubordina,lignan
wirzosina,lignoceric acid
damirpina,limonene
woltogina,lindane
voqaftina,linoleic acid
gupregina,loperamide (immodium)
plosalina,lsd
fazovina,lunesta
niheqkina,lutein
buhuspina,luteolin
satxobina,luvox
lololpina,lycopene
xolpizina,lyphocin
zahakina,lyrica
sobubina,lysine
yastagina,lysozyme
fufalina,m-cresol
kirpuxina,m-hydroxybenzoic acid
hagrugina,m-xylene
vradovina,malachite
totebina,maleic acid
mawezina,malonic acid
mefkemina,maltol
nafidina,maltose
saplurina,malvidin
sulzobina,manzamine
huskinina,marcasite
brumomina,margaric acid
nugzasina,marinol
naritxina,mdma
bridabina,mecopar
moblarina,mecoprop
karzekina,melanin
nuglenina,melanin-concentrating hormone
smaxuxina,melanocyte-stimulating hormone
wixurdina,melanterite
yuftazina,melatonin
sugzarina,melittin
grovebina,menadione
gigrodina,mercaptopurine monohydrate
gogzukina,mescaline
xufluxina,mescaline hydrochloride
pulzetina,methacrylate
buslasina,methane
siwotxina,methanol
lumurdina,methionine
mospemina,methoxychlor
dubredina,methyl acrylate
bludadina,methyl benzoate
spiqukina,methyl cellulose
yidartina,methyl cyanide
fovizina,methyl mercaptan
musoftina,methyl p-hydroxybenzoate
fikrevina,methylamine
geftazina,methylcyanoacetylene
yuspazina,methyldiacetylene
tudetina,methylpyrazine
mewurdina,millerite
snidorina,mimetite
plomofina,miracle
muzdifina,mirbane oil
xadoxina,mirex
moboltina,molybdenite
zizimina,molybdenum hexacarbonyl
kandavina,molybdenum sulfide
noslurina,molybdic ochre
kiklunina,monosan
xuftoqina,monoterpene
nulolina,moronic acid
subrufina,morphine
vrefoxina,motilin
yizdakina,motrin
buprunina,muscovite
nisranina,musk xylene
duftinina,myricetin
vrulagina,myristic acid
zufegina,myristoleic acid
nifotxina,n-acetylaspartylglutamate
kagisina,n-acetylcysteine
zeqistina,n-arachidonoyl dopamine
huqkedina,n-methylphenethylamine
snofimina,n-methyltryptamine
kakrumina,n-pentacosane
hanundina,nag
duspusina,naltrexone
duvrikina,naphthol
bubrinina,naprosyn
frosidina,naproxen
nebrinina,napthalene
vozdexina,narcan
wivredina,naringenin
yugustina,naringin
sihudina,neamphine
meqkisina,needle tin
feheqkina,neoendorphins
hosnamina,neohalicholactone
sesnudina,neoxanthin
hetxomina,nervonic acid
vivendina,neurokinin a
fimzodina,neurokinin b
dodundina,neuromedin b
vavifina,neuromedin u
humdedina,neurontin
dezdamina,neuropeptide b
prazagina,neuropeptide ff
dedrulina,neuropeptide k
bemundina,neuropeptide s
dinzulina,neuropeptide y
mubuqkina,neurophysin i
klezibina,neurophysin ii
vromogina,neurosporene
liqkimina,nicotinamide adenine dinucleotide
flarasina,nicotine
mugzulina,niter
seskofina,nitrate ion
bihatxina,nitric acid
glakivina,nitric oxide
zusruqina,nitrite ion
folpudina,nitrobenzol
litrezina,nitroguanidine
xatrifina,nitrophenol
krifovina,nitrous oxide
duprodina,nociceptin
katxuzina,norcholestane
beplarina,norepinephrine
fespofina,numorphan
wukrinina,nuprin
burzobina,octanitrocubane
fakraqina,octanoic acid
besrisina,octopamine
waklosina,oestrin
fravuqina,oestrone
brikigina,oleanolic acid
fespudina,oleic acid
hublufina,oligosaccharide
yavisina,orexin a
brabinina,orexin b
leftanina,oxalate
fesmudina,oxalic acid
yeyuxina,oxirane
nivizina,oxychlor
nesandina,oxytetracycline
bakevina,oxytocin
wesrevina,ozone
bagreqina,p-benzoquinone
guftixina,p-cresol
prezuzina,p-hydroxybenzaldehyde
yefixina,p-hydroxybenzoic acid
xepluqina,p-xylene
brasifina,palmitic acid
fosafkina,pamelor
givufkina,pancreatic polypeptide
pruvuqina,paraherquamide
txegovina,parathyroid hormone-related protein
grugonina,paroxetine hydrochloride hemihydrate
wigiqkina,paxil
blofasina,pcb-15
dazdefina,pcb-4
pritapina,pectenotoxin
lirparina,pectin
smisemina,pelargonidin
vomzakina,penicillin
hokrozina,pennamine
fihuqkina,pentaacetoxy taxadiene hydrate
twiqazina,pentacarbon monosulfide
nudrasina,pentacarbon monoxide
rugraqina,pentacene
bamaltina,pentachlorophenol
vudogina,pentadecanoic acid
luplosina,pentaerythritol tetranitrate
klurizina,pentane
yaftogina,pentatetraenylidene
harzidina,peonidin
kokrasina,peppermint
holtidina,pepsin
grumugina,peptide yy
koklenina,perchlorate
rasnubina,percodan
yakafkina,periclase
seslomina,permanganate
dexuvina,peroxide ion
duflasina,perylene
modaspina,petunidin
rusifina,phenanthrene
twasirina,phencyclidine
tipoftina,phenelzine
vindegina,phenergan
mufrobina,phenethylamine
fustefina,phengite 3t
faqkenina,phenobarbital
blubafina,phenol
beprodina,phenolphthalein
rukliqina,phenoxymethylpenicillin
mugrivina,phenylalanine
banzadina,phenylmercuric acetate
vimivina,phloroglucinol
vaqkekina,phloroglucinol dihydrate
snekuzina,phosgene
mesufina,phosphine
ruvevina,phosphoenol pyruvate
fubaltina,phosphoenol pyruvic acid
nesnofina,phosphoric acid
xaquskina,phosphorus monoxide
bakregina,phosphorus pentachloride
horostina,phycocyanin
ranzalina,phycocyanobilin
moltobina,phycoerythrin
muyurina,phylloquinone
segruvina,phytic acid
gekladina,phytoene
kiyafina,phytoestrogen
txabafina,phytofluene
wixulpina,phytosterol
wetradina,picene
wuxiftina,picric acid
resrumina,picryl chloride
letrikina,pimozide
yunzokina,pinene
mudastina,pinnatazane
franedina,piperazinomycin
wagenina,piperazinomycin monohydrobromide
vofuzina,piperine
rodurina,pitocin
homolina,placidyl
romamina,plastocyanin
lahamina,plastoquinone
blaxaxina,platinum
rawafina,polyphenol
vrifigina,polysaccharide
rekovina,potassium phenolate
muskunina,prebiotic
yokirina,pregnenolone
kregesina,prianosin a
fubrofina,pristiq
kigustina,proanthocyanidin
zatxevina,progesterone
yorolina,progestin
huvrixina,prolactin-releasing peptide
dorzolina,proline
dokexina,prolixin
yurpugina,prometone
misnidina,proopiomelanocortin
bosondina,propadienylidene
ruwutxina,propane
plekaxina,propene acid
buxixina,propionic acid
trakinina,propranolol
denzolina,propyne
ludindina,provigil
brozevina,prozac
taskipina,pseudo-conhydrine
hufaspina,pseudopterosin f
roprunina,pseudopterosin f dihydrate
zastigina,psilocybin
xuqordina,pterostilbene
veflexina,putrescine
noflubina,pyrene
bulzulina,pyridine
rigrevina,pyridoxal-5-phosphate
firzemina,pyridoxamine
vrakirina,pyridoxine
vruvorina,pyroglutamylated rfamide peptide
megrukina,pyruvate
blikuqina,quartz
spigaxina,quercetin
fupridina,r-carnitine
smesorina,r-α-lipoic acid
snuresina,realgar
vizotxina,remeron
krigudina,reminyl
bukloqina,restoril
segekina,resveratrol
fisuskina,retinoic acid
fidrimina,revia
saluskina,rexulti
riboqkina,rhodochrosite
yehekina,ribose
putotxina,ribulose-bisphosphate
kevondina,risperdal
horestina,ritalin
ribisina,rohypnol
brovixina,rosmarinic acid
flenamina,rotenone
mimdibina,rotenone carbon tetrachloride solvate
pluvuvina,rubixanthin
bihosina,rutin
nokrexina,saccharin
gufavina,salicylaldehyde
zispogina,salicylic acid
vrulivina,salinamide b
lufuftina,saphris
dazdolina,saponins
hosnosina,saxitoxin
vunortina,scalaradial
blamubina,scapolite
binotxina,secretin
srexovina,serax
nobumina,serine
smorulina,seroquel
sodronina,serotonin
bustebina,showdomycin
huslolina,siderite
hadisina,silicon dicarbide
sispurina,silicon monosulfide
gartufina,silicon monoxide
txubibina,silylene
ranuspina,sinhalite
poprotina,sitosterol
difistina,skelaxin
dramodina,sodalite
xosmuzina,sodium chloride
faninina,sodium persulfate
radosina,sodium phenolate
bulufkina,soma
suhomina,somatostatin
bastinina,sonata
drikikina,sorbic acid
gamokina,sorbitol
blalalina,sphalerite
lirustina,spinel
bresomina,spravato
nobenina,stannic chloride
wubluxina,stearic acid
bevrogina,stearidonic acid
vagronina,stelazine
humodina,steroid
burtekina,stigmasterol
zalzakina,stilbenoid
nobodina,strattera
nugzisina,stream tin
truqusina,streptonigrin
smozixina,streptonigrin ethylacetate solvate
swabeqina,strontianite
gosmikina,strychnine
sispudina,styphnic acid hydrate
diwetxina,styrene
vasraxina,substance p
swikidina,succinic acid
latxafina,sucrose
flafosina,sulfate ion
ledibina,sulfite
lureqkina,sulfur
vuzarpina,sulfur monoxide
bizevina,sulfur oxide tetrafluoride
fragizina,sulfuric acid
txexaqina,survector
zuyuftina,sweet n low
klobuqina,synephrine
gikustina,tamoxifen
wosrevina,tangeritin
rogrigina,tannin
snubemina,tanzanite
xuskazina,tartaric acid
brefubina,taurine
rimoftina,tegretol
liskirina,telazol
soblifina,terpene
gomzogina,testosterone
prenirina,tetrabromodichlorobipyrrole
korpogina,tetracycline
sledunina,tetradecanol
yigospina,tetrahydrocortisol
rindibina,tetrahydrofuran
dorzomina,tetranitroaniline
yomdezina,tetrodotoxin
bartokina,tetrodotoxin hydrobromide
sohatxina,tetryl
moflofina,theaflavin
rukavina,thearubigin
minindina,theophylline
sinulpina,thf
midastina,thiocarbohydrazide
snudalina,thioketene
nudridina,thionyl chloride
klifekina,thiophene
xakudina,thioredoxin
txokokina,thiourea
momebina,thorazine
vrosuxina,threonine
magartina,thymidine
wireskina,thymine
saqkomina,thymol
wosrakina,thyrotropin-releasing hormone
hubulpina,timnodonic acid
yortemina,tin oxide
wagafkina,tinstone
krikamina,titanium oxide
kispoxina,titanium tetrachloride
gizurina,tofranil
tihutina,topamax
wazolpina,topaz
deyirtina,tourmaline
risafina,toxaphene
hufkafina,trans-chlordane
mortuzina,triacetylene
kozurina,tridecane
grobexina,trigonelline
losuqkina,trilafon
runalina,trileptal
wagliqina,trimesic acid
blogikina,trimethylamine
xahozina,trimethylene
wavabina,trimethylpyrazine
nibaskina,trinitrobenzene
yebrexina,trinitroresorcinol
maqkodina,trintellix
mikortina,trioxane
blaridina,triphenylene
xeganina,triphosgene
baftorina,triterpenoid
plinunina,trunculin b
siyinina,tryptamine
yayutina,tryptophan
txolusina,tyramine
tibitina,tyrosine
bagivina,ubiquinone
brifarina,ultram
sendinina,undecanol
snuzuvina,uracil
ganzexina,urea nitrate
grifoqina,urethane
roltibina,uridine
giblugina,uridine-5-oxyacetic acid
mobarpina,urocortin
budeqkina,ursolic acid
zayuspina,valine
frenarina,valium
yiftikina,vanadinite
wamugina,vancocyn
nigzobina,vancomycin
renospina,vanillin
buglarina,variscite
sposodina,vasopressin
bedremina,venlafaxine hydrochloride
misisina,viagra
losodina,vicodin
slixuqina,viibryd
rahordina,vinyl toluene
reblufina,vinylformic acid
yaglozina,virodhamine
driqikina,vistaril
yafrugina,vitamin a
buklagina,vitamin b complex
kulogina,vitamin b1
vimzozina,vitamin b12
miblulina,vitamin b2 (riboflavin)
tximesina,vitamin b3 (niacin)
xizinina,vitamin b5 (pantothenic acid)
bistemina,vitamin b6
vizoftina,vitamin b7 (biotin)
kudekina,vitamin b9 (folate)
bubufkina,vitamin c
luplalina,vitamin c (ascorbic acid)
txekoqina,vitamin d
yuyufkina,vitamin d2
dasaspina,vitamin d3
rugrovina,vitamin e
plevuzina,vitamin h
laspafina,vitamin k
yekremina,vitamin k1
fifrefina,vitamin k2 (menaquinone)
koglovina,vitamin k3
snabebina,vitamin u
zorpazina,vraylar
dremirina,vyvanse
fragukina,warfarin
zekordina,water
girzuzina,weed tox
xudazina,weedtrol
bifridina,wellbutrin
drininina,wood tin
gakarpina,wulfenite
gloromina,xanax
liprunina,xanthone
meslibina,xanthophyll
zugzakina,zeaxanthin
revezina,zippeite
xikrofina,zircon
vixutxina,zoloft
kezduvina,zulresso
dihurpina,zyban
pudrotina,zyprexa
nimoltina,α-actinin
despubina,α-aminobutyric acid
gafrogina,α-carotene
kayabina,α-linolenic acid
vagoskina,α-tocopherol
lomoltina,β-carotene
desnofina,β-lactose
zuvrasina,γ-carotene
beplidina,δ-carotene
giviftina,ε-caprolactam
fudospina,ε-carotene
