tune,english
kosrax,succulent
dravux,woody
riban,ceramic
diferd,plaster
loletx,mild
bitxos,thematized
dotxod,acid
slemed,acidic
gunzak,acidity
lirdaf,acidosis
burdos,acidification
deprin,acids
veqkaz,adultery
huqkub,angel
rikroq,arm
rodirp,army
worand,art
matep,bake
niklev,bundle
gekest,beefy
bospun,bench
bozdar,bike
nigzom,bite
fefusk,blade
lekroq,blink
fivoz,blister
trivon,blonde
flufen,blood
soqkib,blushing
xubrog,alcohol
vimdoq,diary
buflim,representationalism
mekax,motorcycle
lokreq,radical (chemistry)
fladis,polymer
yefriq,polymeric
naskod,polymerization
frenob,petroleum
rivuz,oxidation
xertaq,oxide
sofutx,oxidize
ninufk,guitar
pertut,applauding
kukros,applauded
yuspuk,applause
xanex,flour
kralik,bowl
birol,murder
gatrim,breast
lemzid,gallop
blugek,budget
malpon,cage
vowesp,captain
flifos,catalog
xagen,champion
dofalp,chapter
nofrom,prostitute
fiflib,century
muslar,clap
salob,cloth
madrum,clothes
huwez,clown
nurib,coin
mukliv,college
yeplig,colony
blufor,comic
gluxiz,common sense
wekiqk,cord
vaxuqk,cork
riskim,cosmic energy
wivend,counterclockwise
maskir,country
kragis,cream
sranan,database
wuyurp,doll
gatxix,electrochemical
hefrul,electromagnetic
warzod,electrophilic
,electrophilicity
gikolt,electrostatic
larzem,fabric
susned,fart
heplom,feathered
bosorp,feet
veqirt,fever
solurd,flute
busrim,frost
xuflez,funeral
plevog,gadfly
suzdud,galaxy
truger,garage
fitrug,gargle
varzox,geodesic
dikrek,geometric
zunek,ghost
mubaf,glacial
kozom,glacially
ploqiv,golf
vruxod,grain
snapep,gram
mefisk,gill
tihat,grandmother
difrim,moldy
xovoft,grove
lenduf,hearth
wasex,homeostasis
falpim,homogeneity
fuskus,homogeneous
guqerd,incense
smodal,incisor
xedag,ionization
yotres,ionize
torput,isochoric
glogek,isomer
hondum,isothermal
kuqkox,larva
miftab,military
fanol,mosque
zemax,museum
snonun,nail
vovirp,nucleation
vekul,oats
zuxand,organ
blefis,organic
retop,oven
derpin,pedal
blokok,petrified
prekuk,pillar/column
gugzoq,plague
befleb,poem
bruzeq,poet
berpor,pork
xuqkux,prison
ribus,rain
txunan,rainbow
slubeb,reed
wondok,road
nunor,sail
frugex,telephone
zuwem,teleport
dofkal,tear
traqem,tears
semal,temple
woslok,testicle
namzun,tooth
plulor,torch
zuqkuq,urban
ledub,organism
klisaq,vascular
budus,breakdown
vovem,taxi
nerdib,tomorrow
lostul,triangle
xaqkoq,rectangle
bumzon,polytope (many faces)
vrusex,jaywalk
numograma,nanogram
numomirta,nanometer
navofoldo,ninefold
yaflex,trustworthy
woglig,waterfall
